s,a,s',p_r,reward,number_occurrences
<>,START,<START>,1.0,0.0,2000
<A_ACCEPTED | 37>,A_FINALIZED,<A_FINALIZED | 2>,1.0,0.0,806
<W_Assess_application | 15>,W_Call_missing_information,<W_Call_missing_information | 15>,0.8489208633093526,0.0,118
<W_Assess_application | 15>,W_Call_missing_information,<W_Call_missing_information | 79>,0.007194244604316547,0.0,1
<W_Assess_application | 19>,O_SELECTED,<O_SELECTED | 19>,1.0,0.0,3
<W_Assess_application | 19>,W_Assess_application,<W_Assess_application | 19>,1.0,0.0,3
<W_Assess_application | 19>,W_Call_missing_information,<O_ACCEPTED | 63>,0.3333333333333333,0.0,1
<W_Assess_application | 19>,W_Call_missing_information,<W_Call_missing_information | 19>,0.6666666666666666,0.0,2
<W_Assess_application | 1>,O_SELECTED,<O_SELECTED | 1>,1.0,0.0,1
<W_Assess_application | 1>,W_Assess_application,<W_Assess_application | 1>,1.0,0.0,1
<W_Assess_application | 1>,W_Call_missing_information,<W_Call_missing_information | 1>,1.0,0.0,4
<W_Assess_application | 24>,END,<END | 24>,1.0,0.08784824669759977,1
<W_Assess_application | 24>,O_SELECTED,<O_SELECTED | 79>,0.5,0.0,1
<W_Assess_application | 24>,O_SELECTED,<O_SELECTED | 82>,0.5,0.0,1
<W_Assess_application | 24>,W_Assess_application,<W_Assess_application | 24>,0.75,0.0,3
<W_Assess_application | 24>,W_Assess_application,<W_Assess_application | 79>,0.25,0.0,1
<W_Assess_application | 24>,W_Call_missing_information,<O_ACCEPTED | 84>,0.25,0.0,2
<W_Assess_application | 24>,W_Call_missing_information,<W_Call_missing_information | 24>,0.75,0.0,6
<W_Assess_application | 43>,END,<END | 15>,1.0,0.08786570333969594,1
<W_Assess_application | 43>,O_CANCELLED,<A_CANCELLED | 15>,0.18181818181818182,0.0,2
<W_Assess_application | 43>,O_CANCELLED,<O_CANCELLED | 15>,0.09090909090909091,0.0,1
<W_Assess_application | 43>,O_CANCELLED,<O_DECLINED | 15>,0.7272727272727273,0.0,8
<W_Assess_application | 43>,O_SELECTED,<O_SELECTED | 15>,1.0,0.0,35
<W_Assess_application | 43>,W_Assess_application,<O_ACCEPTED | 15>,0.031413612565445025,0.0,6
<W_Assess_application | 43>,W_Assess_application,<O_DECLINED | 15>,0.010471204188481676,0.0,2
<W_Assess_application | 43>,W_Assess_application,<W_Assess_application | 15>,0.93717277486911,0.0,179
<W_Assess_application | 43>,W_Assess_application,<W_Assess_application | 46>,0.020942408376963352,0.0,4
<W_Assess_application | 43>,W_Call_missing_information,<O_ACCEPTED | 0>,0.1116751269035533,0.0,22
<W_Assess_application | 43>,W_Call_missing_information,<O_DECLINED | 0>,0.025380710659898477,0.0,5
<W_Assess_application | 43>,W_Call_missing_information,<O_DECLINED | 93>,0.005076142131979695,0.0,1
<W_Assess_application | 43>,W_Call_missing_information,<W_Call_missing_information | 15>,0.8426395939086294,0.0,166
<W_Assess_application | 43>,W_Call_missing_information,<W_Call_missing_information | 46>,0.015228426395939087,0.0,3
<W_Assess_application | 45>,W_Assess_application,<W_Assess_application | 1>,1.0,0.0,2
<W_Assess_application | 46>,O_CANCELLED,<O_ACCEPTED | 19>,0.5,0.0,1
<W_Assess_application | 46>,O_CANCELLED,<O_CANCELLED | 46>,0.5,0.0,1
<W_Assess_application | 46>,O_SELECTED,<O_SELECTED | 46>,0.8571428571428571,0.0,12
<W_Assess_application | 46>,O_SELECTED,<O_SELECTED | 79>,0.14285714285714285,0.0,2
<W_Assess_application | 46>,W_Assess_application,<W_Assess_application | 46>,0.8857142857142857,0.0,31
<W_Assess_application | 46>,W_Assess_application,<W_Assess_application | 79>,0.11428571428571428,0.0,4
<W_Assess_application | 46>,W_Call_missing_information,<O_ACCEPTED | 60>,0.03333333333333333,0.0,1
<W_Assess_application | 46>,W_Call_missing_information,<O_ACCEPTED | 93>,0.03333333333333333,0.0,1
<W_Assess_application | 46>,W_Call_missing_information,<O_DECLINED | 93>,0.03333333333333333,0.0,1
<W_Assess_application | 46>,W_Call_missing_information,<W_Call_missing_information | 46>,0.8666666666666667,0.0,26
<W_Assess_application | 46>,W_Call_missing_information,<W_Call_missing_information | 79>,0.03333333333333333,0.0,1
<W_Assess_application | 47>,O_SELECTED,<O_SELECTED | 15>,1.0,0.0,1
<W_Assess_application | 47>,W_Assess_application,<W_Assess_application | 46>,1.0,0.0,1
<W_Assess_application | 51>,W_Assess_application,<W_Assess_application | 84>,1.0,0.0,2
<W_Assess_application | 51>,W_Call_missing_information,<O_ACCEPTED | 84>,0.25,0.0,1
<W_Assess_application | 51>,W_Call_missing_information,<W_Call_missing_information | 84>,0.75,0.0,3
<W_Assess_application | 5>,O_SELECTED,<O_SELECTED | 5>,1.0,0.0,7
<W_Assess_application | 5>,W_Assess_application,<W_Assess_application | 5>,0.8571428571428571,0.0,12
<W_Assess_application | 5>,W_Assess_application,<W_Assess_application | 84>,0.14285714285714285,0.0,2
<W_Assess_application | 5>,W_Call_missing_information,<O_ACCEPTED | 5>,0.038461538461538464,0.0,1
<W_Assess_application | 5>,W_Call_missing_information,<O_DECLINED | 5>,0.038461538461538464,0.0,1
<W_Assess_application | 5>,W_Call_missing_information,<W_Call_missing_information | 5>,0.8076923076923077,0.0,21
<W_Assess_application | 5>,W_Call_missing_information,<W_Call_missing_information | 84>,0.11538461538461539,0.0,3
<W_Assess_application | 60>,W_Assess_application,<W_Assess_application | 5>,1.0,0.0,1
<W_Assess_application | 60>,W_Call_missing_information,<W_Call_missing_information | 60>,1.0,0.0,1
<W_Assess_application | 63>,W_Assess_application,<O_ACCEPTED | 63>,0.5,0.0,1
<W_Assess_application | 63>,W_Assess_application,<W_Assess_application | 63>,0.5,0.0,1
<W_Assess_application | 63>,W_Call_missing_information,<W_Call_missing_information | 63>,1.0,0.0,2
<W_Assess_application | 64>,W_Call_missing_information,<W_Call_missing_information | 64>,1.0,0.0,1
<W_Assess_application | 70>,W_Call_missing_information,<W_Call_missing_information | 84>,1.0,0.0,1
<W_Assess_application | 73>,O_CANCELLED,<O_CANCELLED | 5>,1.0,0.0,2
<W_Assess_application | 73>,O_SELECTED,<O_SELECTED | 5>,1.0,0.0,3
<W_Assess_application | 73>,W_Assess_application,<W_Assess_application | 5>,0.9090909090909091,0.0,10
<W_Assess_application | 73>,W_Assess_application,<W_Assess_application | 93>,0.09090909090909091,0.0,1
<W_Assess_application | 73>,W_Call_missing_information,<O_ACCEPTED | 5>,0.07142857142857142,0.0,1
<W_Assess_application | 73>,W_Call_missing_information,<W_Call_missing_information | 5>,0.9285714285714286,0.0,13
<W_Assess_application | 76>,O_CANCELLED,<A_CANCELLED | 15>,1.0,0.0,1
<W_Assess_application | 76>,O_SELECTED,<O_SELECTED | 15>,1.0,0.0,2
<W_Assess_application | 76>,W_Assess_application,<W_Assess_application | 15>,1.0,0.0,5
<W_Assess_application | 76>,W_Call_missing_information,<O_ACCEPTED | 0>,0.25,0.0,2
<W_Assess_application | 76>,W_Call_missing_information,<O_DECLINED | 0>,0.125,0.0,1
<W_Assess_application | 76>,W_Call_missing_information,<W_Call_missing_information | 15>,0.625,0.0,5
<W_Assess_application | 79>,END,<END | 79>,1.0,0.08776490017108736,1
<W_Assess_application | 79>,O_CANCELLED,<O_DECLINED | 79>,1.0,0.0,1
<W_Assess_application | 79>,O_SELECTED,<O_SELECTED | 79>,1.0,0.0,13
<W_Assess_application | 79>,W_Assess_application,<O_ACCEPTED | 79>,0.03571428571428571,0.0,1
<W_Assess_application | 79>,W_Assess_application,<W_Assess_application | 79>,0.9642857142857143,0.0,27
<W_Assess_application | 79>,W_Call_missing_information,<O_ACCEPTED | 5>,0.10344827586206896,0.0,3
<W_Assess_application | 79>,W_Call_missing_information,<O_ACCEPTED | 84>,0.034482758620689655,0.0,1
<W_Assess_application | 79>,W_Call_missing_information,<O_ACCEPTED | 93>,0.034482758620689655,0.0,1
<W_Assess_application | 79>,W_Call_missing_information,<W_Call_missing_information | 79>,0.8275862068965517,0.0,24
<W_Assess_application | 82>,O_CANCELLED,<O_CANCELLED | 82>,1.0,0.0,1
<W_Assess_application | 82>,W_Assess_application,<W_Assess_application | 82>,1.0,0.0,1
<W_Assess_application | 82>,W_Call_missing_information,<W_Call_missing_information | 82>,1.0,0.0,1
<W_Assess_application | 84>,O_CANCELLED,<O_ACCEPTED | 1>,0.5,0.0,1
<W_Assess_application | 84>,O_CANCELLED,<O_CANCELLED | 84>,0.5,0.0,1
<W_Assess_application | 84>,O_SELECTED,<O_SELECTED | 84>,1.0,0.0,3
<W_Assess_application | 84>,W_Assess_application,<W_Assess_application | 84>,1.0,0.0,11
<W_Assess_application | 84>,W_Call_missing_information,<O_ACCEPTED | 84>,0.4444444444444444,0.0,4
<W_Assess_application | 84>,W_Call_missing_information,<O_DECLINED | 84>,0.1111111111111111,0.0,1
<W_Assess_application | 84>,W_Call_missing_information,<W_Call_missing_information | 84>,0.4444444444444444,0.0,4
<W_Assess_application | 85>,END,<END | 46>,0.5,0.08804124719526242,1
<W_Assess_application | 85>,END,<END | 79>,0.5,0.08776490017108736,1
<W_Assess_application | 85>,O_CANCELLED,<O_ACCEPTED | 19>,0.42857142857142855,0.0,3
<W_Assess_application | 85>,O_CANCELLED,<O_CANCELLED | 46>,0.2857142857142857,0.0,2
<W_Assess_application | 85>,O_CANCELLED,<O_CANCELLED | 79>,0.14285714285714285,0.0,1
<W_Assess_application | 85>,O_CANCELLED,<O_DECLINED | 79>,0.14285714285714285,0.0,1
<W_Assess_application | 85>,O_SELECTED,<O_SELECTED | 46>,0.6428571428571429,0.0,9
<W_Assess_application | 85>,O_SELECTED,<O_SELECTED | 79>,0.35714285714285715,0.0,5
<W_Assess_application | 85>,W_Assess_application,<O_ACCEPTED | 46>,0.014705882352941176,0.0,1
<W_Assess_application | 85>,W_Assess_application,<O_ACCEPTED | 79>,0.029411764705882353,0.0,2
<W_Assess_application | 85>,W_Assess_application,<W_Assess_application | 15>,0.04411764705882353,0.0,3
<W_Assess_application | 85>,W_Assess_application,<W_Assess_application | 24>,0.029411764705882353,0.0,2
<W_Assess_application | 85>,W_Assess_application,<W_Assess_application | 46>,0.4411764705882353,0.0,30
<W_Assess_application | 85>,W_Assess_application,<W_Assess_application | 79>,0.4411764705882353,0.0,30
<W_Assess_application | 85>,W_Call_missing_information,<O_ACCEPTED | 5>,0.017857142857142856,0.0,1
<W_Assess_application | 85>,W_Call_missing_information,<O_ACCEPTED | 84>,0.017857142857142856,0.0,1
<W_Assess_application | 85>,W_Call_missing_information,<O_ACCEPTED | 93>,0.07142857142857142,0.0,4
<W_Assess_application | 85>,W_Call_missing_information,<W_Call_missing_information | 15>,0.07142857142857142,0.0,4
<W_Assess_application | 85>,W_Call_missing_information,<W_Call_missing_information | 46>,0.48214285714285715,0.0,27
<W_Assess_application | 85>,W_Call_missing_information,<W_Call_missing_information | 79>,0.3392857142857143,0.0,19
<W_Assess_application | 91>,O_SELECTED,<O_SELECTED | 91>,1.0,0.0,1
<W_Assess_application | 93>,W_Call_missing_information,<O_ACCEPTED | 5>,1.0,0.0,1
<W_Assess_fraud | 13>,A_DECLINED,<A_DECLINED | 13>,1.0,0.0,10
<W_Assess_fraud | 13>,A_PREACCEPTED,<A_PREACCEPTED | 13>,1.0,0.0,8
<W_Call_after_offer | 12>,END,<END | 12>,0.6666666666666666,0.08801280847267916,2
<W_Call_after_offer | 12>,END,<END | 8>,0.3333333333333333,0.0879684583394817,1
<W_Call_after_offer | 12>,O_CANCELLED,<O_DECLINED | 12>,1.0,0.0,3
<W_Call_after_offer | 12>,O_SELECTED,<O_SELECTED | 12>,0.9,0.0,63
<W_Call_after_offer | 12>,O_SELECTED,<O_SELECTED | 8>,0.1,0.0,7
<W_Call_after_offer | 12>,W_Call_after_offer,<O_DECLINED | 12>,0.09375,0.0,24
<W_Call_after_offer | 12>,W_Call_after_offer,<O_DECLINED | 8>,0.0234375,0.0,6
<W_Call_after_offer | 12>,W_Call_after_offer,<O_SENT_BACK | 12>,0.24609375,0.0,63
<W_Call_after_offer | 12>,W_Call_after_offer,<O_SENT_BACK | 8>,0.09375,0.0,24
<W_Call_after_offer | 12>,W_Call_after_offer,<W_Call_after_offer | 12>,0.49609375,0.0,127
<W_Call_after_offer | 12>,W_Call_after_offer,<W_Call_after_offer | 8>,0.046875,0.0,12
<W_Call_after_offer | 14>,O_CANCELLED,<O_CANCELLED | 14>,1.0,0.0,2
<W_Call_after_offer | 14>,O_SELECTED,<O_SELECTED | 14>,1.0,0.0,6
<W_Call_after_offer | 14>,W_Call_after_offer,<O_ACCEPTED | 14>,0.18181818181818182,0.0,2
<W_Call_after_offer | 14>,W_Call_after_offer,<W_Call_after_offer | 14>,0.8181818181818182,0.0,9
<W_Call_after_offer | 15>,O_SELECTED,<O_SELECTED | 46>,1.0,0.0,1
<W_Call_after_offer | 15>,W_Call_after_offer,<W_Call_after_offer | 46>,1.0,0.0,1
<W_Call_after_offer | 16>,O_CANCELLED,<O_ACCEPTED | 88>,0.2,0.0,1
<W_Call_after_offer | 16>,O_CANCELLED,<O_CANCELLED | 16>,0.6,0.0,3
<W_Call_after_offer | 16>,O_CANCELLED,<O_CANCELLED | 27>,0.2,0.0,1
<W_Call_after_offer | 16>,O_SELECTED,<O_SELECTED | 16>,0.9523809523809523,0.0,20
<W_Call_after_offer | 16>,O_SELECTED,<O_SELECTED | 27>,0.047619047619047616,0.0,1
<W_Call_after_offer | 16>,W_Call_after_offer,<O_ACCEPTED | 16>,0.05555555555555555,0.0,1
<W_Call_after_offer | 16>,W_Call_after_offer,<W_Call_after_offer | 16>,0.8888888888888888,0.0,16
<W_Call_after_offer | 16>,W_Call_after_offer,<W_Call_after_offer | 27>,0.05555555555555555,0.0,1
<W_Call_after_offer | 19>,O_CANCELLED,<O_CANCELLED | 91>,0.5,0.0,1
<W_Call_after_offer | 19>,O_CANCELLED,<O_DECLINED | 91>,0.5,0.0,1
<W_Call_after_offer | 19>,O_SELECTED,<O_SELECTED | 19>,0.5,0.0,3
<W_Call_after_offer | 19>,O_SELECTED,<O_SELECTED | 91>,0.5,0.0,3
<W_Call_after_offer | 19>,W_Call_after_offer,<O_SENT_BACK | 19>,0.16666666666666666,0.0,1
<W_Call_after_offer | 19>,W_Call_after_offer,<W_Call_after_offer | 19>,0.5,0.0,3
<W_Call_after_offer | 19>,W_Call_after_offer,<W_Call_after_offer | 91>,0.3333333333333333,0.0,2
<W_Call_after_offer | 1>,O_CANCELLED,<O_CANCELLED | 64>,0.5,0.0,1
<W_Call_after_offer | 1>,O_CANCELLED,<O_DECLINED | 64>,0.5,0.0,1
<W_Call_after_offer | 1>,O_SELECTED,<O_SELECTED | 1>,0.9047619047619048,0.0,19
<W_Call_after_offer | 1>,O_SELECTED,<O_SELECTED | 64>,0.09523809523809523,0.0,2
<W_Call_after_offer | 1>,W_Call_after_offer,<O_ACCEPTED | 1>,0.09523809523809523,0.0,2
<W_Call_after_offer | 1>,W_Call_after_offer,<O_SENT_BACK | 1>,0.09523809523809523,0.0,2
<W_Call_after_offer | 1>,W_Call_after_offer,<W_Call_after_offer | 1>,0.7619047619047619,0.0,16
<W_Call_after_offer | 1>,W_Call_after_offer,<W_Call_after_offer | 64>,0.047619047619047616,0.0,1
<W_Call_after_offer | 21>,END,<END | 21>,1.0,0.08735207122927977,2
<W_Call_after_offer | 21>,O_CANCELLED,<O_ACCEPTED | 21>,0.25,0.0,2
<W_Call_after_offer | 21>,O_CANCELLED,<O_CANCELLED | 21>,0.75,0.0,6
<W_Call_after_offer | 21>,O_SELECTED,<O_SELECTED | 21>,0.96,0.0,24
<W_Call_after_offer | 21>,O_SELECTED,<O_SELECTED | 4>,0.04,0.0,1
<W_Call_after_offer | 21>,W_Call_after_offer,<O_ACCEPTED | 21>,0.047619047619047616,0.0,1
<W_Call_after_offer | 21>,W_Call_after_offer,<O_ACCEPTED | 4>,0.047619047619047616,0.0,1
<W_Call_after_offer | 21>,W_Call_after_offer,<W_Call_after_offer | 21>,0.7619047619047619,0.0,16
<W_Call_after_offer | 21>,W_Call_after_offer,<W_Call_after_offer | 4>,0.14285714285714285,0.0,3
<W_Call_after_offer | 22>,END,<END | 22>,1.0,0.08645700914188705,1
<W_Call_after_offer | 22>,O_CANCELLED,<O_CANCELLED | 22>,1.0,0.0,3
<W_Call_after_offer | 22>,O_SELECTED,<O_SELECTED | 22>,1.0,0.0,8
<W_Call_after_offer | 22>,W_Call_after_offer,<O_ACCEPTED | 22>,0.16666666666666666,0.0,1
<W_Call_after_offer | 22>,W_Call_after_offer,<W_Call_after_offer | 22>,0.6666666666666666,0.0,4
<W_Call_after_offer | 22>,W_Call_after_offer,<W_Call_after_offer | 92>,0.16666666666666666,0.0,1
<W_Call_after_offer | 24>,END,<END | 24>,1.0,0.08784824669759977,1
<W_Call_after_offer | 24>,O_CANCELLED,<O_ACCEPTED | 19>,0.058823529411764705,0.0,1
<W_Call_after_offer | 24>,O_CANCELLED,<O_CANCELLED | 24>,0.7647058823529411,0.0,13
<W_Call_after_offer | 24>,O_CANCELLED,<O_CANCELLED | 82>,0.17647058823529413,0.0,3
<W_Call_after_offer | 24>,O_SELECTED,<O_SELECTED | 24>,0.8888888888888888,0.0,24
<W_Call_after_offer | 24>,O_SELECTED,<O_SELECTED | 82>,0.1111111111111111,0.0,3
<W_Call_after_offer | 24>,W_Call_after_offer,<O_ACCEPTED | 24>,0.0392156862745098,0.0,2
<W_Call_after_offer | 24>,W_Call_after_offer,<O_DECLINED | 24>,0.0392156862745098,0.0,2
<W_Call_after_offer | 24>,W_Call_after_offer,<O_SENT_BACK | 24>,0.058823529411764705,0.0,3
<W_Call_after_offer | 24>,W_Call_after_offer,<W_Call_after_offer | 24>,0.6078431372549019,0.0,31
<W_Call_after_offer | 24>,W_Call_after_offer,<W_Call_after_offer | 82>,0.2549019607843137,0.0,13
<W_Call_after_offer | 27>,O_CANCELLED,<O_ACCEPTED | 34>,0.25,0.0,1
<W_Call_after_offer | 27>,O_CANCELLED,<O_ACCEPTED | 99>,0.25,0.0,1
<W_Call_after_offer | 27>,O_CANCELLED,<O_CANCELLED | 27>,0.25,0.0,1
<W_Call_after_offer | 27>,O_CANCELLED,<O_CANCELLED | 52>,0.25,0.0,1
<W_Call_after_offer | 27>,O_SELECTED,<O_SELECTED | 27>,1.0,0.0,16
<W_Call_after_offer | 27>,W_Call_after_offer,<O_ACCEPTED | 27>,0.22727272727272727,0.0,5
<W_Call_after_offer | 27>,W_Call_after_offer,<W_Call_after_offer | 27>,0.7272727272727273,0.0,16
<W_Call_after_offer | 27>,W_Call_after_offer,<W_Call_after_offer | 52>,0.045454545454545456,0.0,1
<W_Call_after_offer | 28>,O_CANCELLED,<O_CANCELLED | 28>,1.0,0.0,3
<W_Call_after_offer | 28>,O_SELECTED,<O_SELECTED | 28>,1.0,0.0,5
<W_Call_after_offer | 28>,W_Call_after_offer,<O_ACCEPTED | 28>,0.2,0.0,1
<W_Call_after_offer | 28>,W_Call_after_offer,<W_Call_after_offer | 28>,0.8,0.0,4
<W_Call_after_offer | 31>,O_CANCELLED,<O_CANCELLED | 31>,0.75,0.0,3
<W_Call_after_offer | 31>,O_CANCELLED,<O_DECLINED | 62>,0.25,0.0,1
<W_Call_after_offer | 31>,O_SELECTED,<O_SELECTED | 31>,1.0,0.0,16
<W_Call_after_offer | 31>,W_Call_after_offer,<O_ACCEPTED | 31>,0.06666666666666667,0.0,1
<W_Call_after_offer | 31>,W_Call_after_offer,<W_Call_after_offer | 27>,0.06666666666666667,0.0,1
<W_Call_after_offer | 31>,W_Call_after_offer,<W_Call_after_offer | 31>,0.8666666666666667,0.0,13
<W_Call_after_offer | 32>,O_SELECTED,<O_SELECTED | 32>,1.0,0.0,6
<W_Call_after_offer | 32>,W_Call_after_offer,<O_ACCEPTED | 32>,0.125,0.0,1
<W_Call_after_offer | 32>,W_Call_after_offer,<W_Call_after_offer | 32>,0.875,0.0,7
<W_Call_after_offer | 34>,O_CANCELLED,<O_ACCEPTED | 34>,0.25,0.0,1
<W_Call_after_offer | 34>,O_CANCELLED,<O_CANCELLED | 22>,0.25,0.0,1
<W_Call_after_offer | 34>,O_CANCELLED,<O_CANCELLED | 34>,0.5,0.0,2
<W_Call_after_offer | 34>,O_SELECTED,<O_SELECTED | 14>,0.2222222222222222,0.0,4
<W_Call_after_offer | 34>,O_SELECTED,<O_SELECTED | 34>,0.7777777777777778,0.0,14
<W_Call_after_offer | 34>,W_Call_after_offer,<O_ACCEPTED | 34>,0.09090909090909091,0.0,1
<W_Call_after_offer | 34>,W_Call_after_offer,<W_Call_after_offer | 14>,0.09090909090909091,0.0,1
<W_Call_after_offer | 34>,W_Call_after_offer,<W_Call_after_offer | 34>,0.7272727272727273,0.0,8
<W_Call_after_offer | 34>,W_Call_after_offer,<W_Call_after_offer | 94>,0.09090909090909091,0.0,1
<W_Call_after_offer | 3>,O_SELECTED,<O_SELECTED | 3>,1.0,0.0,4
<W_Call_after_offer | 3>,W_Call_after_offer,<O_ACCEPTED | 3>,0.3333333333333333,0.0,1
<W_Call_after_offer | 3>,W_Call_after_offer,<O_DECLINED | 3>,0.3333333333333333,0.0,1
<W_Call_after_offer | 3>,W_Call_after_offer,<W_Call_after_offer | 3>,0.3333333333333333,0.0,1
<W_Call_after_offer | 42>,O_CANCELLED,<O_ACCEPTED | 45>,0.3076923076923077,0.0,4
<W_Call_after_offer | 42>,O_CANCELLED,<O_CANCELLED | 42>,0.46153846153846156,0.0,6
<W_Call_after_offer | 42>,O_CANCELLED,<O_CANCELLED | 51>,0.23076923076923078,0.0,3
<W_Call_after_offer | 42>,O_SELECTED,<O_SELECTED | 42>,0.5423728813559322,0.0,32
<W_Call_after_offer | 42>,O_SELECTED,<O_SELECTED | 51>,0.22033898305084745,0.0,13
<W_Call_after_offer | 42>,O_SELECTED,<O_SELECTED | 70>,0.05084745762711865,0.0,3
<W_Call_after_offer | 42>,O_SELECTED,<O_SELECTED | 9>,0.1864406779661017,0.0,11
<W_Call_after_offer | 42>,W_Call_after_offer,<O_ACCEPTED | 42>,0.016666666666666666,0.0,1
<W_Call_after_offer | 42>,W_Call_after_offer,<O_ACCEPTED | 51>,0.08333333333333333,0.0,5
<W_Call_after_offer | 42>,W_Call_after_offer,<O_ACCEPTED | 70>,0.03333333333333333,0.0,2
<W_Call_after_offer | 42>,W_Call_after_offer,<O_DECLINED | 51>,0.016666666666666666,0.0,1
<W_Call_after_offer | 42>,W_Call_after_offer,<O_SENT_BACK | 51>,0.05,0.0,3
<W_Call_after_offer | 42>,W_Call_after_offer,<W_Call_after_offer | 42>,0.5166666666666667,0.0,31
<W_Call_after_offer | 42>,W_Call_after_offer,<W_Call_after_offer | 51>,0.18333333333333332,0.0,11
<W_Call_after_offer | 42>,W_Call_after_offer,<W_Call_after_offer | 70>,0.016666666666666666,0.0,1
<W_Call_after_offer | 42>,W_Call_after_offer,<W_Call_after_offer | 9>,0.08333333333333333,0.0,5
<W_Call_after_offer | 45>,O_CANCELLED,<O_CANCELLED | 45>,0.8,0.0,4
<W_Call_after_offer | 45>,O_CANCELLED,<O_CANCELLED | 96>,0.2,0.0,1
<W_Call_after_offer | 45>,O_SELECTED,<O_SELECTED | 45>,0.9545454545454546,0.0,21
<W_Call_after_offer | 45>,O_SELECTED,<O_SELECTED | 66>,0.045454545454545456,0.0,1
<W_Call_after_offer | 45>,W_Call_after_offer,<O_ACCEPTED | 45>,0.1388888888888889,0.0,5
<W_Call_after_offer | 45>,W_Call_after_offer,<O_SENT_BACK | 45>,0.027777777777777776,0.0,1
<W_Call_after_offer | 45>,W_Call_after_offer,<W_Call_after_offer | 45>,0.7777777777777778,0.0,28
<W_Call_after_offer | 45>,W_Call_after_offer,<W_Call_after_offer | 66>,0.027777777777777776,0.0,1
<W_Call_after_offer | 45>,W_Call_after_offer,<W_Call_after_offer | 96>,0.027777777777777776,0.0,1
<W_Call_after_offer | 46>,O_CANCELLED,<O_ACCEPTED | 19>,0.25,0.0,2
<W_Call_after_offer | 46>,O_CANCELLED,<O_CANCELLED | 24>,0.25,0.0,2
<W_Call_after_offer | 46>,O_CANCELLED,<O_CANCELLED | 46>,0.25,0.0,2
<W_Call_after_offer | 46>,O_CANCELLED,<O_CANCELLED | 79>,0.125,0.0,1
<W_Call_after_offer | 46>,O_CANCELLED,<O_DECLINED | 19>,0.125,0.0,1
<W_Call_after_offer | 46>,O_SELECTED,<O_SELECTED | 24>,0.1891891891891892,0.0,7
<W_Call_after_offer | 46>,O_SELECTED,<O_SELECTED | 46>,0.6486486486486487,0.0,24
<W_Call_after_offer | 46>,O_SELECTED,<O_SELECTED | 79>,0.16216216216216217,0.0,6
<W_Call_after_offer | 46>,W_Call_after_offer,<O_ACCEPTED | 46>,0.08823529411764706,0.0,3
<W_Call_after_offer | 46>,W_Call_after_offer,<O_SENT_BACK | 24>,0.029411764705882353,0.0,1
<W_Call_after_offer | 46>,W_Call_after_offer,<O_SENT_BACK | 46>,0.14705882352941177,0.0,5
<W_Call_after_offer | 46>,W_Call_after_offer,<O_SENT_BACK | 79>,0.029411764705882353,0.0,1
<W_Call_after_offer | 46>,W_Call_after_offer,<W_Call_after_offer | 24>,0.14705882352941177,0.0,5
<W_Call_after_offer | 46>,W_Call_after_offer,<W_Call_after_offer | 46>,0.47058823529411764,0.0,16
<W_Call_after_offer | 46>,W_Call_after_offer,<W_Call_after_offer | 79>,0.08823529411764706,0.0,3
<W_Call_after_offer | 47>,END,<END | 12>,1.0,0.08801280847267916,2
<W_Call_after_offer | 47>,O_CANCELLED,<O_DECLINED | 12>,1.0,0.0,1
<W_Call_after_offer | 47>,O_SELECTED,<O_SELECTED | 12>,0.95,0.0,19
<W_Call_after_offer | 47>,O_SELECTED,<O_SELECTED | 8>,0.05,0.0,1
<W_Call_after_offer | 47>,W_Call_after_offer,<O_DECLINED | 12>,0.1506849315068493,0.0,11
<W_Call_after_offer | 47>,W_Call_after_offer,<O_DECLINED | 8>,0.0410958904109589,0.0,3
<W_Call_after_offer | 47>,W_Call_after_offer,<O_SENT_BACK | 12>,0.3150684931506849,0.0,23
<W_Call_after_offer | 47>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0547945205479452,0.0,4
<W_Call_after_offer | 47>,W_Call_after_offer,<W_Call_after_offer | 12>,0.3972602739726027,0.0,29
<W_Call_after_offer | 47>,W_Call_after_offer,<W_Call_after_offer | 47>,0.0273972602739726,0.0,2
<W_Call_after_offer | 47>,W_Call_after_offer,<W_Call_after_offer | 8>,0.0136986301369863,0.0,1
<W_Call_after_offer | 48>,O_CANCELLED,<O_ACCEPTED | 48>,0.16666666666666666,0.0,1
<W_Call_after_offer | 48>,O_CANCELLED,<O_ACCEPTED | 88>,0.16666666666666666,0.0,1
<W_Call_after_offer | 48>,O_CANCELLED,<O_CANCELLED | 48>,0.5,0.0,3
<W_Call_after_offer | 48>,O_CANCELLED,<O_CANCELLED | 88>,0.16666666666666666,0.0,1
<W_Call_after_offer | 48>,O_SELECTED,<O_SELECTED | 48>,0.8666666666666667,0.0,13
<W_Call_after_offer | 48>,O_SELECTED,<O_SELECTED | 83>,0.06666666666666667,0.0,1
<W_Call_after_offer | 48>,O_SELECTED,<O_SELECTED | 88>,0.06666666666666667,0.0,1
<W_Call_after_offer | 48>,W_Call_after_offer,<O_ACCEPTED | 48>,0.041666666666666664,0.0,1
<W_Call_after_offer | 48>,W_Call_after_offer,<W_Call_after_offer | 48>,0.7916666666666666,0.0,19
<W_Call_after_offer | 48>,W_Call_after_offer,<W_Call_after_offer | 83>,0.125,0.0,3
<W_Call_after_offer | 48>,W_Call_after_offer,<W_Call_after_offer | 88>,0.041666666666666664,0.0,1
